ТН;ТБ;ГОСБ;кластер;сумма
00000000000001729626;Среднерусский банк;Аппарат Среднерусского банка;1;15232970526
00000000000001043626;Среднерусский банк;Тульское ГОСБ;2;18906209595
00000000000000411055;Центрально-Черноземный банк;Белгородское ГОСБ;2;21776513558
00000000000000691791;Северо-Западный банк;ГО по Санкт-Петербургу;1;0
00000000000001491686;Юго-Западный банк;Дагестанское ОСБ;3;0
00000000000001065768;Юго-Западный банк;Аппарат Юго-Западного банка;1;6420967731
00000000000001833498;Юго-Западный банк;Краснодарское ГОСБ;1;-230987
00000000000000312387;Московский банк;Управление МБ по работе с предприятиями торговли;1;0
00000000000001146498;Среднерусский банк;Аппарат Среднерусского банка;1;6542798316
00000000000002239273;Сибирский банк;Томское ГОСБ;4;21097106089
00000000000001697001;Юго-Западный банк;Краснодарское ГОСБ;1;23804694199
00000000000002090727;Центрально-Черноземный банк;Орловское ГОСБ;4;8373279350
00000000000001804234;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;11039475644
00000000000001861697;Центрально-Черноземный банк;Липецкое ГОСБ;3;19043311611
00000000000001975001;Сибирский банк;Алтайское ГОСБ;2;28873697426
00000000000000959931;Среднерусский банк;Тверское ГОСБ;3;29970613047
00000000000001987079;Дальневосточный банк;Приморское ГОСБ;1;29275160818
00000000000000107646;Уральский банк;Западно-Сибирское ГОСБ;2;10605368597
00000000000001524995;Сибирский банк;Томское ГОСБ;4;2465763212
00000000000001281853;Среднерусский банк;Южное ГОСБ;1;24884914038
00000000000002157197;Северо-Западный банк;ГО по Ленинградской области;2;27481696076
00000000000000356175;Сибирский банк;Кемеровское ГОСБ;1;24814294227
00000000000000040158;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;20136435598
00000000000001285424;Центрально-Черноземный банк;Липецкое ГОСБ;3;17472167954
00000000000000033998;Московский банк;Управление МБ по работе с предприятиями торговли;1;-9167935
00000000000001974705;Среднерусский банк;Тульское ГОСБ;2;-9425349
00000000000000133315;Байкальский банк;Аппарат Байкальского Банка;1;-9158349
00000000000002091923;Юго-Западный банк;ГО по Донецкой Народной Республике;5;15134956165
00000000000002023211;Сибирский банк;Новосибирское ГОСБ;1;26406947381
00000000000000367544;Среднерусский банк;Тульское ГОСБ;2;22950579163
00000000000001059991;Московский банк;Управление МБ по работе с предприятиями торговли;1;18123073547
00000000000001733335;Сибирский банк;Кемеровское ГОСБ;1;11260691140
00000000000000388068;Уральский банк;Свердловское ГОСБ;1;27885431596
00000000000000798722;Волго-Вятский банк;Удмуртское ГОСБ;2;-6129707
00000000000001701911;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;9169829975
00000000000001992355;Среднерусский банк;Северное ГОСБ;1;809670964
00000000000001423463;Московский банк;Управление МБ по работе с предприятиями торговли;1;0
00000000000001737855;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;-9625296
00000000000000366653;Среднерусский банк;Брянское ГОСБ;3;-5414174
00000000000001978107;Юго-Западный банк;Ростовское ГОСБ;1;0
00000000000000293997;Северо-Западный банк;Вологодское ГОСБ;3;32506309
00000000000001527563;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;6786494915
00000000000000370735;Среднерусский банк;Калужское ГОСБ;3;-474766
00000000000001190545;Московский банк;Управление МБ по работе с предприятиями промышленности;1;18419361622
00000000000002074225;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;2205531499
00000000000000125143;Среднерусский банк;Ярославское ГОСБ;2;544622881
00000000000001550130;Московский банк;Управление МБ по работе с предприятиями промышленности;1;28491314395
00000000000002117013;Уральский банк;Челябинское ГОСБ;1;1163389824
00000000000002185328;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;17779408130
00000000000001454350;Поволжский банк;Самарское ГОСБ;1;19819599063
00000000000000363630;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;-2187758
00000000000001808024;Северо-Западный банк;ГО по Санкт-Петербургу;1;6365249710
00000000000000869213;Среднерусский банк;Аппарат Среднерусского банка;1;-7354513
00000000000001852553;Волго-Вятский банк;Пермское ГОСБ;1;18382453017
00000000000001590677;Поволжский банк;Саратовское ГОСБ;2;21011389844
00000000000000930202;Среднерусский банк;Западное ГОСБ;1;-585968
00000000000001415944;Центрально-Черноземный банк;Орловское ГОСБ;4;10948307600
00000000000000280463;Сибирский банк;Красноярское ГОСБ;1;-2596938
00000000000001219687;Сибирский банк;Новосибирское ГОСБ;1;29893122122
00000000000000416980;Уральский банк;Челябинское ГОСБ;1;25085759078
00000000000001293105;Среднерусский банк;Ивановское ГОСБ;4;2295229309
00000000000000446642;Поволжский банк;Пензенское ГОСБ;3;-2105439
00000000000000453292;Поволжский банк;Саратовское ГОСБ;2;7477648498
00000000000001755331;Поволжский банк;Самарское ГОСБ;1;28858166639
00000000000000893201;Среднерусский банк;Западное ГОСБ;1;26998844684
00000000000001727433;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;-7465073
00000000000000329881;Волго-Вятский банк;Мордовское ГОСБ;4;18147111244
00000000000002189469;Московский банк;Управление МБ по работе с предприятиями торговли;1;871115079
00000000000001309974;Среднерусский банк;Ярославское ГОСБ;2;9917017205
00000000000000407670;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;7699165926
00000000000001472741;Северо-Западный банк;ГО по Санкт-Петербургу;1;27333707641
00000000000001798101;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;29910104654
00000000000002013994;Поволжский банк;Волгоградское ГОСБ;2;7553026024
00000000000000274460;Сибирский банк;Абаканское ГОСБ;5;8622717823
00000000000000967019;Московский банк;Управление МБ по работе с предприятиями торговли;1;-4349861
00000000000001925183;Среднерусский банк;Западное ГОСБ;1;15438128712
00000000000001401499;Сибирский банк;Аппарат Сибирского банка;1;-8066167
00000000000001976437;Московский банк;Управление МБ по работе с предприятиями торговли;1;9979272260
00000000000000780450;Юго-Западный банк;Краснодарское ГОСБ;1;-8551476
00000000000001423936;Среднерусский банк;Западное ГОСБ;1;25842559169
00000000000000676161;Северо-Западный банк;Калининградское ГОСБ;3;-6070976
00000000000001965155;Уральский банк;Свердловское ГОСБ;1;13740722460
00000000000001823756;Московский банк;Управление МБ по работе с предприятиями промышленности;1;7509051521
00000000000001223333;Уральский банк;Челябинское ГОСБ;1;9050626383
00000000000001795787;Северо-Западный банк;ГО по Санкт-Петербургу;1;6531515935
00000000000001811671;Среднерусский банк;Тульское ГОСБ;2;15305338903
00000000000001736817;Уральский банк;Аппарат Уральского банка;1;13448650227
00000000000000296770;Северо-Западный банк;Аппарат Северо-Западного банка;1;9215606954
00000000000000359461;Среднерусский банк;Брянское ГОСБ;3;0
00000000000001144484;Уральский банк;Югорское отделение;1;0
00000000000000753637;Юго-Западный банк;Ростовское ГОСБ;1;-3248631
00000000000000901196;Уральский банк;Башкирское ГОСБ;1;-2574314
00000000000000347075;Сибирский банк;Алтайское ГОСБ;2;-8498488
00000000000000946603;Московский банк;Управление МБ по работе с предприятиями промышленности;1;23402908164
00000000000001656613;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;20972662959
00000000000001990703;Московский банк;Управление МБ по работе с предприятиями промышленности;1;16889941020
00000000000001613609;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;0
00000000000001449087;Байкальский банк;Бурятское ГОСБ;4;29188033664
00000000000001555186;Среднерусский банк;Аппарат Среднерусского банка;1;29536276867
00000000000001886257;Поволжский банк;Самарское ГОСБ;1;-5924918
00000000000001786321;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;0
00000000000000331137;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;19654536015
00000000000002108280;Центрально-Черноземный банк;ГО по Воронежской области;1;3943359773
00000000000001735032;Волго-Вятский банк;Банк Татарстан ГОСБ;1;19223530245
00000000000001474999;Волго-Вятский банк;Пермское ГОСБ;1;5815493338
00000000000000920136;Поволжский банк;Волгоградское ГОСБ;2;11155198673
00000000000000415734;Московский банк;Управление МБ по работе с предприятиями торговли;1;0
00000000000001556130;Московский банк;Управление МБ по работе с предприятиями торговли;1;8472126267
00000000000000339109;Волго-Вятский банк;Чувашское ГОСБ;3;12910908370
00000000000000406182;Центрально-Черноземный банк;Аппарат Центрально-Черноземного банка;1;11110968798
00000000000000334437;Волго-Вятский банк;Владимирское ГОСБ;3;28441069263
00000000000000706375;Северо-Западный банк;ГО по Санкт-Петербургу;1;2456032039
00000000000000328192;Волго-Вятский банк;Банк Татарстан ГОСБ;1;8481926366
00000000000001358488;Среднерусский банк;Северное ГОСБ;1;12849860419
00000000000001963645;Юго-Западный банк;Адыгейское ГОСБ;5;24858481284
00000000000000969807;Байкальский банк;Иркутское ГОСБ;1;16304804424
00000000000001502919;Московский банк;Управление МБ по работе с предприятиями торговли;1;26795726734
00000000000001265845;Юго-Западный банк;Ростовское ГОСБ;1;10651190733
00000000000000115362;Сибирский банк;Омское ГОСБ;2;28795609593
00000000000000931849;Уральский банк;Свердловское ГОСБ;1;25316274705
00000000000002198429;Уральский банк;Свердловское ГОСБ;1;12562931940
00000000000001873456;Поволжский банк;Самарское ГОСБ;1;3090924161
00000000000000810216;Волго-Вятский банк;Удмуртское ГОСБ;2;2241104797
00000000000002001600;Среднерусский банк;Северное ГОСБ;1;25522763992
00000000000002094167;Среднерусский банк;Западное ГОСБ;1;1631480746
00000000000001022752;Уральский банк;Югорское отделение;1;2463096673
00000000000000035989;Московский банк;Управление МБ по работе с предприятиями промышленности;1;14622402357
00000000000000301591;Дальневосточный банк;Северо-Восточное ГОСБ;5;-2255500
00000000000001951214;Среднерусский банк;Южное ГОСБ;1;0
00000000000001584283;Волго-Вятский банк;Пермское ГОСБ;1;12046463205
00000000000001862294;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;11485914651
00000000000001584891;Сибирский банк;Аппарат Сибирского банка;1;0
00000000000002222878;Северо-Западный банк;ГО по Ленинградской области;2;0
00000000000001727443;Московский банк;Управление МБ по работе с предприятиями торговли;1;23880722616
00000000000001823648;Московский банк;Управление МБ по работе с предприятиями транспорта;1;29984011775
00000000000001067773;Московский банк;Управление МБ по работе с предприятиями торговли;1;-6120571
00000000000001578461;Уральский банк;Югорское отделение;1;14528155844
00000000000001066474;Волго-Вятский банк;Банк Татарстан ГОСБ;1;28965578837
00000000000001387864;Дальневосточный банк;Приморское ГОСБ;1;0
00000000000001918285;Поволжский банк;Самарское ГОСБ;1;26053024562
00000000000001813797;Юго-Западный банк;Ставропольское ГОСБ;1;13946855728
00000000000001382425;Среднерусский банк;Ярославское ГОСБ;2;0
00000000000002199871;Московский банк;Управление МБ по работе с предприятиями торговли;1;3552360721
00000000000001766116;Уральский банк;Свердловское ГОСБ;1;28980836361
00000000000000386887;Уральский банк;Свердловское ГОСБ;1;-8367926
00000000000000802514;Северо-Западный банк;Коми ГОСБ;4;8358293612
00000000000000292318;Северо-Западный банк;Вологодское ГОСБ;3;7456408738
00000000000000858907;Юго-Западный банк;Ставропольское ГОСБ;1;24179712548
00000000000001320390;Среднерусский банк;Западное ГОСБ;1;2868804549
00000000000001760421;Уральский банк;Западно-Сибирское ГОСБ;2;-3059040
00000000000000127085;Байкальский банк;Иркутское ГОСБ;1;29769752757
00000000000001802730;Московский банк;Управление МБ по работе с предприятиями промышленности;1;20079973516
00000000000001837490;Дальневосточный банк;Аппарат Дальневосточного банка;1;17600616438
00000000000001737297;Уральский банк;Аппарат Уральского банка;1;11662085389
00000000000001802943;Московский банк;Управление МБ по работе с предприятиями торговли;1;-9856973
00000000000001072073;Сибирский банк;Омское ГОСБ;2;23134349831
00000000000001753023;Московский банк;Управление МБ по работе с предприятиями торговли;1;6619888426
00000000000001292306;Центрально-Черноземный банк;Липецкое ГОСБ;3;4982176148
00000000000001133082;Уральский банк;Аппарат Уральского банка;1;29231997720
00000000000000905406;Поволжский банк;Самарское ГОСБ;1;24149112469
00000000000000410568;Центрально-Черноземный банк;Белгородское ГОСБ;2;1499463551
00000000000001755473;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;16651377562
00000000000001808869;Волго-Вятский банк;Пермское ГОСБ;1;22812409367
00000000000001763503;Северо-Западный банк;ГО по Ленинградской области;2;24952998046
00000000000000394235;Поволжский банк;Ульяновское ГОСБ;3;4014070914
00000000000001719710;Дальневосточный банк;Хабаровское ГОСБ;2;0
00000000000001384338;Московский банк;Управление МБ по работе с предприятиями транспорта;1;24434490463
00000000000001149469;Северо-Западный банк;ГО по Ленинградской области;2;23053943183
00000000000001989872;Юго-Западный банк;Ростовское ГОСБ;1;20043996959
00000000000002183743;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;6058158486
00000000000001908104;Центрально-Черноземный банк;Белгородское ГОСБ;2;22103730914
00000000000000327074;Волго-Вятский банк;Банк Татарстан ГОСБ;1;9606271280
00000000000001719387;Дальневосточный банк;Хабаровское ГОСБ;2;12006046903
00000000000000313752;Среднерусский банк;Южное ГОСБ;1;14294513303
00000000000001870965;Волго-Вятский банк;Чувашское ГОСБ;3;15472152829
00000000000001117094;Уральский банк;Западно-Сибирское ГОСБ;2;19342956584
00000000000001119658;Сибирский банк;Красноярское ГОСБ;1;19763706457
00000000000001552562;Северо-Западный банк;Коми ГОСБ;4;-3094200
00000000000001667680;Уральский банк;Югорское отделение;1;0
00000000000000022997;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;22938412105
00000000000001626736;Московский банк;Управление МБ по работе с предприятиями торговли;1;3937430138
00000000000000321522;Волго-Вятский банк;ГО по Нижегородской области;1;24491159612
00000000000002155166;Московский банк;Управление МБ по работе с предприятиями промышленности;1;12243733688
00000000000000311021;Юго-Западный банк;Чеченское ОСБ;5;-2838002
00000000000002120880;Северо-Западный банк;ГО по Ленинградской области;2;23264414773
00000000000001534147;Поволжский банк;Аппарат Поволжского банка;1;-3859618
00000000000000456769;Поволжский банк;Саратовское ГОСБ;2;19279567712
00000000000001976954;Юго-Западный банк;ГО по Республике Крым;5;10283397963
00000000000001764260;Поволжский банк;Пензенское ГОСБ;3;10095156272
00000000000000405483;Центрально-Черноземный банк;ГО по Воронежской области;1;22056184334
00000000000000918232;Сибирский банк;Красноярское ГОСБ;1;17818866476
00000000000002023617;Среднерусский банк;Костромское ГОСБ;4;12174092468
00000000000002122770;Волго-Вятский банк;Марий Эл ГОСБ;5;-4010425
00000000000001997421;Северо-Западный банк;ГО по Санкт-Петербургу;1;-8823661
00000000000000880656;Дальневосточный банк;Южно-Сахалинское ГОСБ;3;8930692338
00000000000000374352;Среднерусский банк;Калужское ГОСБ;3;6787412994
00000000000001353471;Центрально-Черноземный банк;ГО по Воронежской области;1;18577196984
00000000000000374092;Среднерусский банк;Восточное ГОСБ;1;28111530375
00000000000001500924;Уральский банк;Башкирское ГОСБ;1;14853050324
00000000000001281175;Дальневосточный банк;Камчатское ГОСБ;4;20220311519
00000000000001223113;Поволжский банк;Оренбургское ГОСБ;2;2265882235
00000000000001786872;Байкальский банк;Якутское ГОСБ;2;-2965004
00000000000000365626;Среднерусский банк;Восточное ГОСБ;1;9205171003
00000000000000674276;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;-243831
00000000000001590515;Дальневосточный банк;Чукотское ГОСБ;5;-7008983
00000000000000291978;Северо-Западный банк;Архангельское ГОСБ;2;25013687100
00000000000000334881;Волго-Вятский банк;Владимирское ГОСБ;3;15126864172
00000000000000331807;Волго-Вятский банк;Банк Татарстан ГОСБ;1;22114197143
00000000000001360894;Московский банк;Управление МБ по работе с предприятиями промышленности;1;9741120960
00000000000000446708;Поволжский банк;Пензенское ГОСБ;3;15818671831
00000000000000892438;Северо-Западный банк;ГО по Санкт-Петербургу;1;17367812902
00000000000001709614;Московский банк;Управление МБ по работе с предприятиями торговли;1;5711891289
00000000000000874167;Сибирский банк;Новосибирское ГОСБ;1;6344139325
00000000000002114613;Северо-Западный банк;ГО по Санкт-Петербургу;1;16801546464
00000000000000351816;Сибирский банк;Кемеровское ГОСБ;1;0
00000000000000870942;Уральский банк;Свердловское ГОСБ;1;3261579700
00000000000001981464;Волго-Вятский банк;Банк Татарстан ГОСБ;1;11021442799
00000000000002212089;Поволжский банк;Самарское ГОСБ;1;10155556144
00000000000001810126;Среднерусский банк;Западное ГОСБ;1;3427228790
00000000000001709353;Северо-Западный банк;ГО по Санкт-Петербургу;1;24333871847
00000000000001533939;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;25498317965
00000000000001803359;Московский банк;Управление МБ по работе с предприятиями торговли;1;17748399389
00000000000000884464;Московский банк;Управление МБ по работе с предприятиями промышленности;1;22965813288
00000000000001993396;Северо-Западный банк;ГО по Санкт-Петербургу;1;10749364774
00000000000000106479;Уральский банк;Югорское отделение;1;13362458172
00000000000000673590;Среднерусский банк;Калужское ГОСБ;3;6989892050
00000000000000976891;Волго-Вятский банк;Чувашское ГОСБ;3;1025546829
00000000000000933168;Среднерусский банк;Ивановское ГОСБ;4;28340926139
00000000000002014041;Байкальский банк;Иркутское ГОСБ;1;22970529206
00000000000001841035;Юго-Западный банк;Ростовское ГОСБ;1;8374134023
00000000000002217121;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;-9582149
00000000000000280220;Сибирский банк;Красноярское ГОСБ;1;9231916162
00000000000002203150;Северо-Западный банк;Калининградское ГОСБ;3;23203179186
00000000000000772485;Юго-Западный банк;Ростовское ГОСБ;1;6058981671
00000000000001116973;Байкальский банк;Иркутское ГОСБ;1;16418061743
00000000000000408881;Центрально-Черноземный банк;ГО по Воронежской области;1;-2248838
00000000000000332636;Среднерусский банк;Западное ГОСБ;1;25849551496
00000000000001783539;Уральский банк;Свердловское ГОСБ;1;16653648291
00000000000001731962;Среднерусский банк;Западное ГОСБ;1;2166149831
00000000000001787520;Юго-Западный банк;Краснодарское ГОСБ;1;5720376854
00000000000000343318;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;9654364284
00000000000002149945;Поволжский банк;Самарское ГОСБ;1;10966416274
00000000000000998218;Байкальский банк;Якутское ГОСБ;2;0
00000000000001152041;Дальневосточный банк;Благовещенское ГОСБ;3;0
00000000000001861741;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;10570354774
00000000000001782689;Среднерусский банк;Южное ГОСБ;1;29481339584
00000000000000403075;Центрально-Черноземный банк;ГО по Воронежской области;1;-227392
00000000000001729535;Уральский банк;Западно-Сибирское ГОСБ;2;14233883306
00000000000001064337;Юго-Западный банк;Кабардино-Балкарское ОСБ;5;0
00000000000000030078;Московский банк;Управление МБ по работе с предприятиями транспорта;1;22860092013
00000000000001779015;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;-8852758
00000000000000333139;Волго-Вятский банк;Банк Татарстан ГОСБ;1;14585757870
00000000000000312113;Юго-Западный банк;Ставропольское ГОСБ;1;22454864028
00000000000001064058;Среднерусский банк;Костромское ГОСБ;4;17220498466
00000000000001897690;Северо-Западный банк;ГО по Санкт-Петербургу;1;-411456
00000000000001554000;Волго-Вятский банк;Кировское ГОСБ;3;18874181998
00000000000002198433;Уральский банк;Челябинское ГОСБ;1;2369597759
00000000000000356226;Сибирский банк;Алтайское ГОСБ;2;12736444514
00000000000001414876;Центрально-Черноземный банк;Аппарат Центрально-Черноземного банка;1;485294608
00000000000001038058;Северо-Западный банк;ГО по Санкт-Петербургу;1;10046039551
00000000000000773064;Юго-Западный банк;Краснодарское ГОСБ;1;8654213838
00000000000001246518;Центрально-Черноземный банк;Аппарат Центрально-Черноземного банка;1;25954959404
00000000000000938226;Центрально-Черноземный банк;ГО по Воронежской области;1;-1670788
00000000000001713778;Северо-Западный банк;ГО по Ленинградской области;2;18099470685
00000000000000560968;Байкальский банк;Якутское ГОСБ;2;19387806615
00000000000000406616;Центрально-Черноземный банк;ГО по Воронежской области;1;17272366707
00000000000001326904;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;-3612108
00000000000001211958;Московский банк;Управление МБ по работе с предприятиями торговли;1;-7011093
00000000000001266634;Байкальский банк;Иркутское ГОСБ;1;14334383685
00000000000000850101;Московский банк;Управление МБ по работе с предприятиями промышленности;1;25719113577
00000000000001788353;Юго-Западный банк;ГО по Донецкой Народной Республике;5;924845374
00000000000001651774;Центрально-Черноземный банк;Орловское ГОСБ;4;19210159680
00000000000000333009;Волго-Вятский банк;Банк Татарстан ГОСБ;1;20879753506
00000000000001975087;Среднерусский банк;Восточное ГОСБ;1;24705472859
00000000000002014215;Дальневосточный банк;Аппарат Дальневосточного банка;1;3235385692
00000000000000675213;Среднерусский банк;Западное ГОСБ;1;24826760557
00000000000002011830;Волго-Вятский банк;Пермское ГОСБ;1;24626799976
00000000000001545984;Волго-Вятский банк;Пермское ГОСБ;1;27148388677
00000000000001735526;Среднерусский банк;Северное ГОСБ;1;28094135682
00000000000001629009;Северо-Западный банк;ГО по Ленинградской области;2;10688942218
00000000000000274964;Сибирский банк;Красноярское ГОСБ;1;17843090313
00000000000001989589;Северо-Западный банк;ГО по Санкт-Петербургу;1;2358541221
00000000000000414689;Центрально-Черноземный банк;ГО по Воронежской области;1;4070299029
00000000000000768653;Юго-Западный банк;Краснодарское ГОСБ;1;0
00000000000000930393;Среднерусский банк;Тверское ГОСБ;3;-6104384
00000000000001890039;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;13896028404
00000000000001555945;Среднерусский банк;Западное ГОСБ;1;11927204574
00000000000000353428;Сибирский банк;Новосибирское ГОСБ;1;-3729547
00000000000001440889;Поволжский банк;Астраханское ГОСБ;4;29654616921
00000000000001007862;Сибирский банк;Кемеровское ГОСБ;1;25061932318
00000000000002026081;Северо-Западный банк;ГО по Санкт-Петербургу;1;0
00000000000000112458;Уральский банк;Западно-Сибирское ГОСБ;2;2289146487
00000000000000451385;Московский банк;Управление МБ по работе с предприятиями торговли;1;21914600566
00000000000002115729;Центрально-Черноземный банк;ГО по Луганской Народной Республике;5;-7856771
00000000000000961724;Уральский банк;Западно-Сибирское ГОСБ;2;-6658748
00000000000002153982;Дальневосточный банк;Северо-Восточное ГОСБ;5;20534198634
00000000000001828843;Среднерусский банк;Тульское ГОСБ;2;-1524691
00000000000001343646;Уральский банк;Челябинское ГОСБ;1;20663442019
00000000000001755481;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;27224002888
00000000000000325147;Волго-Вятский банк;ГО по Нижегородской области;1;23966752295
00000000000001040470;Юго-Западный банк;Краснодарское ГОСБ;1;13446744077
00000000000001535263;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;-3121986
00000000000000421287;Уральский банк;Челябинское ГОСБ;1;1658042713
00000000000001120047;Поволжский банк;Ульяновское ГОСБ;3;6568080956
00000000000001223591;Дальневосточный банк;Хабаровское ГОСБ;2;23592936274
00000000000001422489;Северо-Западный банк;ГО по Санкт-Петербургу;1;26181286581
00000000000002151795;Дальневосточный банк;Южно-Сахалинское ГОСБ;3;0
00000000000001131898;Сибирский банк;Кемеровское ГОСБ;1;17696144275
00000000000000754688;Юго-Западный банк;Краснодарское ГОСБ;1;13564974435
00000000000001917658;Байкальский банк;Якутское ГОСБ;2;-5515570
00000000000000861403;Среднерусский банк;Тверское ГОСБ;3;29271620489
00000000000001509336;Северо-Западный банк;ГО по Санкт-Петербургу;1;16491637719
00000000000000821177;Сибирский банк;Новосибирское ГОСБ;1;23835975160
00000000000002012485;Поволжский банк;Самарское ГОСБ;1;13025719557
00000000000002242375;Уральский банк;Башкирское ГОСБ;1;4324923898
00000000000001145615;Поволжский банк;Волгоградское ГОСБ;2;29659085857
00000000000001396077;Уральский банк;Башкирское ГОСБ;1;26388796049
00000000000001508102;Дальневосточный банк;Северо-Восточное ГОСБ;5;23297786442
00000000000001466699;Юго-Западный банк;Краснодарское ГОСБ;1;-2289685
00000000000001875109;Московский банк;Управление МБ по работе с предприятиями транспорта;1;23502683624
00000000000001553472;Среднерусский банк;Северное ГОСБ;1;17956084242
00000000000001654496;Московский банк;Управление МБ по работе с предприятиями торговли;1;28887634121
00000000000000350696;Сибирский банк;Новосибирское ГОСБ;1;-2772799
00000000000001816116;Юго-Западный банк;Аппарат Юго-Западного банка;1;13603868052
00000000000002012235;Юго-Западный банк;Краснодарское ГОСБ;1;9187983877
00000000000000300547;Среднерусский банк;Ярославское ГОСБ;2;17912597011
00000000000000934416;Поволжский банк;Самарское ГОСБ;1;23793118269
00000000000001959852;Московский банк;Управление МБ по работе с предприятиями транспорта;1;8074652745
00000000000000039756;Московский банк;Управление МБ по работе с предприятиями промышленности;1;19088751585
00000000000001333351;Московский банк;Управление МБ по работе с предприятиями торговли;1;26731662266
00000000000001898498;Северо-Западный банк;ГО по Санкт-Петербургу;1;216325010
00000000000001353757;Сибирский банк;Кемеровское ГОСБ;1;21352093112
00000000000000418832;Уральский банк;Башкирское ГОСБ;1;17526144253
00000000000001668067;Дальневосточный банк;Приморское ГОСБ;1;5253561725
00000000000000926838;Московский банк;Управление МБ по работе с предприятиями промышленности;1;15976250913
00000000000001283038;Сибирский банк;Аппарат Сибирского банка;1;5746835782
00000000000002234719;Среднерусский банк;Ярославское ГОСБ;2;9172788545
00000000000001537632;Сибирский банк;Аппарат Сибирского банка;1;20098879360
00000000000001827689;Сибирский банк;Новосибирское ГОСБ;1;-4045091
00000000000000923775;Среднерусский банк;Смоленское ГОСБ;4;17912996270
00000000000000812839;Юго-Западный банк;Кабардино-Балкарское ОСБ;5;7995246213
00000000000000413862;Центрально-Черноземный банк;Белгородское ГОСБ;2;0
00000000000000283902;Дальневосточный банк;Аппарат Дальневосточного банка;1;20004035587
00000000000001353448;Северо-Западный банк;Калининградское ГОСБ;3;12742907654
00000000000002079287;Поволжский банк;Самарское ГОСБ;1;17195423548
00000000000002203664;Среднерусский банк;Ярославское ГОСБ;2;20216273365
00000000000000392735;Поволжский банк;Самарское ГОСБ;1;14011397819
00000000000001398854;Среднерусский банк;Аппарат Среднерусского банка;1;22046812111
00000000000001066745;Уральский банк;Югорское отделение;1;25366896501
00000000000001590386;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;18070727733
00000000000001072761;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;13463876286
00000000000002239540;Среднерусский банк;Рязанское ГОСБ;3;6025651900
00000000000001956471;Юго-Западный банк;Краснодарское ГОСБ;1;0
00000000000000968303;Северо-Западный банк;Архангельское ГОСБ;2;21856685295
00000000000002141357;Среднерусский банк;Западное ГОСБ;1;22620066559
00000000000001455613;Московский банк;Управление МБ по работе с предприятиями торговли;1;21837363629
00000000000001966429;Северо-Западный банк;ГО по Санкт-Петербургу;1;5226369216
00000000000000921626;Среднерусский банк;Ивановское ГОСБ;4;12500725023
00000000000000321300;Волго-Вятский банк;ГО по Нижегородской области;1;18891004632
00000000000000700519;Среднерусский банк;Северное ГОСБ;1;-7849213
00000000000002229019;Сибирский банк;Новосибирское ГОСБ;1;0
00000000000000960308;Юго-Западный банк;Ростовское ГОСБ;1;0
00000000000000029303;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;2655894004
00000000000000887170;Сибирский банк;Красноярское ГОСБ;1;23572369611
00000000000001712413;Поволжский банк;Самарское ГОСБ;1;13018641340
00000000000001925491;Волго-Вятский банк;ГО по Нижегородской области;1;14689565420
00000000000002185852;Юго-Западный банк;Ростовское ГОСБ;1;0
00000000000000362327;Среднерусский банк;Западное ГОСБ;1;21216685352
00000000000000687532;Северо-Западный банк;Карельское ГОСБ;4;29952706791
00000000000000348252;Сибирский банк;Томское ГОСБ;4;5499335579
00000000000002224827;Северо-Западный банк;ГО по Санкт-Петербургу;1;10556512753
00000000000000126579;Байкальский банк;Читинское ГОСБ;3;11957097503
00000000000001666518;Сибирский банк;Новосибирское ГОСБ;1;-2433563
